Majority.protein.IDs,Fasta.headers,Score,id,uniprot_id,gene_symbol,description,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3,dgc_1,dgc_2,dgc_3,logFC_hnox_vs_WT,CI.L_hnox_vs_WT,CI.R_hnox_vs_WT,average_intensity_hnox_vs_WT,t_hnox_vs_WT,B_hnox_vs_WT,P.Value_hnox_vs_WT,adj.P.Val_hnox_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,logFC_dgc_vs_WT,CI.L_dgc_vs_WT,CI.R_dgc_vs_WT,average_intensity_dgc_vs_WT,t_dgc_vs_WT,B_dgc_vs_WT,P.Value_dgc_vs_WT,adj.P.Val_dgc_vs_WT,sig.PVal_dgc_vs_WT,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,CI.L_dgc_vs_hnox,CI.R_dgc_vs_hnox,average_intensity_dgc_vs_hnox,t_dgc_vs_hnox,B_dgc_vs_hnox,P.Value_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,sig.FDR_dgc_vs_hnox
A1B3A9,tr|A1B3A9|A1B3A9_PARDP Fumarate hydratase class II OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=fumC PE=3 SV=1,238.8,968,A1B3A9,fumC,Fumarate hydratase class II,24.09818514,24.05945151,24.10443582,23.95586234,24.01039043,24.11313709,23.89571756,23.92290636,23.78847936,-0.060894204,-0.200340024,0.078551615,23.99428507,-0.997308041,-6.829917123,0.346242734,0.58225838,0,0,-0.218323062,-0.357768881,-0.078877242,23.99428507,-3.575633303,-2.522816344,0.006585274,0.069039826,0,0,-0.157428857,-0.296874677,-0.017983038,23.99428507,-2.578325262,-4.849501933,0.031224675,0.10567748,0,0
A1B3B0,tr|A1B3B0|A1B3B0_PARDP Stringent starvation protein B OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1909 PE=4 SV=1,69.141,969,A1B3B0,Pden_1909,Stringent starvation protein B,21.34014785,21.41174154,21.34508482,21.47656451,21.48108839,21.50023713,21.347096,21.41572457,21.26346919,0.120305277,-0.005356313,0.245966867,21.397906,2.186457236,-5.245106384,0.058403377,0.204712039,0,0,-0.023561481,-0.149223071,0.102100109,21.397906,-0.428212056,-6.692077944,0.679175277,0.802912248,0,0,-0.143866758,-0.269528348,-0.018205168,21.397906,-2.614669292,-4.791015874,0.029464725,0.101636325,0,0
A1B3B1,tr|A1B3B1|A1B3B1_PARDP PRC-barrel domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1911 PE=4 SV=1,11.844,970,A1B3B1,Pden_1911,PRC-barrel domain-containing protein,19.167882,19.12499592,19.18919234,19.41668761,19.52651973,19.68294815,19.14366905,19.06349201,19.12395315,0.381361741,0.218319151,0.544404331,19.27103777,5.341889688,-0.434325266,0.000572131,0.012952268,0,0,-0.050318686,-0.213361276,0.112723904,19.27103777,-0.704834394,-6.525774607,0.49982772,0.660143408,0,0,-0.431680428,-0.594723018,-0.268637838,19.27103777,-6.046724082,0.277578369,0.000244113,0.003694613,0,0
A1B3B2,tr|A1B3B2|A1B3B2_PARDP Anhydro-N-acetylmuramic acid kinase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1912 PE=4 SV=1,24.447,971,A1B3B2,Pden_1912,Anhydro-N-acetylmuramic acid kinase,15.07458995,15.27428262,15.20063481,15.26004156,15.34320328,15.51998877,15.08845263,15.30139618,14.87915729,0.191242074,-0.07200912,0.454493267,15.21574968,1.660495246,-6.025362818,0.133468074,0.329427041,0,0,-0.093500429,-0.356751622,0.169750765,15.21574968,-0.811835046,-6.441841443,0.439209237,0.611804387,0,0,-0.284742503,-0.547993696,-0.021491309,15.21574968,-2.472330292,-5.021108314,0.037125679,0.119209273,0,0
A1B3B3,sp|A1B3B3|SYY_PARDP Tyrosine--tRNA ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=tyrS PE=3 SV=1,139.57,972,A1B3B3,tyrS,Tyrosine--tRNA ligase,22.87666367,22.88845114,22.85691695,22.82502616,22.77233337,22.84370366,22.77529393,22.75775558,22.69860497,-0.060322859,-0.170933028,0.050287311,22.81052772,-1.245505686,-6.560558536,0.24628732,0.47658263,0,0,-0.130125763,-0.240735933,-0.019515593,22.81052772,-2.686748967,-3.922981121,0.026266145,0.131281994,0,0,-0.069802905,-0.180413074,0.040807265,22.81052772,-1.44124328,-6.547797518,0.185433615,0.339143353,0,0
A1B3B5,sp|A1B3B5|Y1915_PARDP UPF0178 protein Pden_1915 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1915 PE=3 SV=1,34.807,973,A1B3B5,Pden_1915,UPF0178 protein Pden_1915,19.89382327,19.89727644,19.81288277,19.89377321,19.84957532,19.94714141,20.01803513,19.94753675,19.99191053,0.028835818,-0.091374377,0.149046013,19.91688387,0.547835071,-7.18920802,0.597938512,0.777435498,0,0,0.117833307,-0.002376887,0.238043502,19.91688387,2.238647046,-4.625842704,0.053738599,0.183751161,0,0,0.08899749,-0.031212705,0.209207684,19.91688387,1.690811974,-6.210371764,0.127228671,0.26718377,0,0
A1B3B6,tr|A1B3B6|A1B3B6_PARDP Peptidyl-prolyl cis-trans isomerase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1916 PE=3 SV=1,97.54,974,A1B3B6,Pden_1916,Peptidyl-prolyl cis-trans isomerase,23.71399606,23.74949974,23.75083765,23.62876596,23.48053703,23.69775186,24.20459913,23.95964533,23.90508165,-0.135759535,-0.338081978,0.066562907,23.78785716,-1.532445869,-6.199939913,0.161858608,0.369531431,0,0,0.284997554,0.082675112,0.487319997,23.78785716,3.217036092,-3.082686476,0.011398477,0.094611879,0,0,0.420757089,0.218434647,0.623079532,23.78785716,4.749481961,-1.466956974,0.001234615,0.012078418,0,0
A1B3B7,tr|A1B3B7|A1B3B7_PARDP Peptidyl-prolyl cis-trans isomerase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1917 PE=3 SV=1,110.66,975,A1B3B7,Pden_1917,Peptidyl-prolyl cis-trans isomerase,24.2387975,24.14572928,24.18591974,24.17063059,24.26882033,24.25629576,24.50312366,24.30398709,24.40388358,0.041766722,-0.106039244,0.189572689,24.27524306,0.645352934,-7.12706242,0.535780767,0.737554107,0,0,0.213515936,0.06570997,0.361321903,24.27524306,3.299112983,-2.95361653,0.010040046,0.090167823,0,0,0.171749214,0.023943247,0.31955518,24.27524306,2.653760049,-4.728016649,0.027683783,0.097109521,0,0
A1B3B8,tr|A1B3B8|A1B3B8_PARDP Phosphoglycerate kinase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=pgk PE=3 SV=1,152.66,976,A1B3B8,pgk,Phosphoglycerate kinase,25.18014931,25.11182597,25.09767426,25.27841121,25.17458933,25.24456531,25.26491767,25.15204613,25.20310149,0.102638769,-0.024232907,0.229510444,25.18969785,1.847590061,-5.757641876,0.09978141,0.281577775,0,0,0.076805244,-0.050066432,0.203676919,25.18969785,1.382563402,-5.841862806,0.2021474,0.39462688,0,0,-0.025833525,-0.1527052,0.101038151,25.18969785,-0.465026659,-7.464306892,0.653631213,0.775681253,0,0
A1B3C0,tr|A1B3C0|A1B3C0_PARDP Fructose-bisphosphate aldolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1920 PE=4 SV=1,139.82,977,A1B3C0,Pden_1920,Fructose-bisphosphate aldolase,23.33989984,23.16598638,23.38554111,22.90037958,23.15674673,22.98797091,22.91043196,22.86418095,22.93989739,-0.282110035,-0.471125088,-0.093094982,23.07233721,-3.408638945,-3.289852938,0.00848611,0.062194862,0,0,-0.392305676,-0.581320729,-0.203290623,23.07233721,-4.74009514,-0.810149582,0.001250263,0.029036284,0,0,-0.110195641,-0.299210694,0.078819412,23.07233721,-1.331456195,-6.686039015,0.217747877,0.379684648,0,0
A1B3C1,tr|A1B3C1|A1B3C1_PARDP Signal recognition particle receptor FtsY OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ftsY PE=3 SV=1,95.033,978,A1B3C1,ftsY,Signal recognition particle receptor FtsY,20.98910316,20.99656782,21.02423982,20.9433638,21.05727816,20.84088593,20.68448285,20.80612646,20.85817641,-0.056127637,-0.217365046,0.105109772,20.91113605,-0.795004905,-7.014065963,0.448306898,0.667080679,0,0,-0.22037503,-0.381612438,-0.059137621,20.91113605,-3.121443175,-3.233543084,0.013225852,0.100085517,0,0,-0.164247393,-0.325484801,-0.003009984,20.91113605,-2.32643827,-5.251471557,0.046706896,0.139809307,0,0
A1B3C2,tr|A1B3C2|A1B3C2_PARDP PepSY domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1922 PE=4 SV=1,3.137,979,A1B3C2,Pden_1922,PepSY domain-containing protein,11.99565854,11.31184989,11.71182423,11.87986939,11.78450397,11.61581836,11.01076388,11.7343076,12.09551152,0.086953022,-0.530586458,0.704492501,11.68223415,0.322685899,-7.295663078,0.754915146,0.875671713,0,0,-0.059583218,-0.677122697,0.557956262,11.68223415,-0.221115538,-6.765248963,0.83034737,0.900304815,0,0,-0.146536239,-0.764075718,0.47100324,11.68223415,-0.543801437,-7.42099362,0.600881381,0.734850114,0,0
A1B3C3,tr|A1B3C3|A1B3C3_PARDP ATP phosphoribosyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1923 PE=4 SV=1,46.483,980,A1B3C3,Pden_1923,ATP phosphoribosyltransferase,18.4505805,18.63365379,18.45284194,18.27897397,18.52110968,18.14962869,17.23314408,18.26929389,18.19866232,-0.195787961,-0.771395506,0.379819585,18.24309876,-0.779506141,-7.026228283,0.457338254,0.673629992,0,0,-0.611991982,-1.187599527,-0.036384436,18.24309876,-2.436572231,-4.324173501,0.039742413,0.156912228,0,0,-0.416204021,-0.991811567,0.159403525,18.24309876,-1.65706609,-6.25830857,0.134741441,0.277578218,0,0
A1B3C4,tr|A1B3C4|A1B3C4_PARDP ATP phosphoribosyltransferase regulatory subunit OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1924 PE=4 SV=1,98.081,981,A1B3C4,Pden_1924,ATP phosphoribosyltransferase regulatory subunit,19.8560949,19.78671186,19.84474867,19.70022388,19.75562842,19.64047045,19.62388196,19.73042914,19.58570846,-0.130410892,-0.264774455,0.00395267,19.72487753,-2.216619834,-5.198178572,0.05566096,0.200719915,0,0,-0.182511954,-0.316875517,-0.048148391,19.72487753,-3.102191919,-3.263982693,0.013629402,0.101100801,0,0,-0.052101061,-0.186464624,0.082262502,19.72487753,-0.885572085,-7.165200854,0.400283156,0.575126839,0,0
A1B3C5,sp|A1B3C5|SYH_PARDP Histidine--tRNA ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=hisS PE=3 SV=1,159.47,982,A1B3C5,hisS,Histidine--tRNA ligase,21.40475115,21.24264153,21.42894942,21.24468932,21.32956557,21.2853876,21.38042993,21.28693116,21.21082238,-0.072233199,-0.231616011,0.087149612,21.31268534,-1.035033072,-6.791886962,0.329290079,0.567567162,0,0,-0.066052872,-0.225435684,0.093329939,21.31268534,-0.946474861,-6.322373893,0.370115059,0.549360864,0,0,0.006180327,-0.153202484,0.165563139,21.31268534,0.088558212,-7.5789988,0.931490717,0.958701622,0,0
A1B3C6,tr|A1B3C6|A1B3C6_PARDP SlyX family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1926 PE=4 SV=1,26.411,983,A1B3C6,Pden_1926,SlyX family protein,16.61850224,16.65522727,16.73446874,17.22895684,17.04740266,17.45187469,17.09531841,17.01690106,16.79337946,0.573345311,0.315533926,0.831156696,16.96022571,5.081521665,-0.796371256,0.000804985,0.016429014,0,0,0.299133556,0.041322171,0.556944941,16.96022571,2.651200975,-3.980605508,0.027870509,0.133838058,0,0,-0.274211754,-0.532023139,-0.016400369,16.96022571,-2.43032069,-5.087464723,0.039643598,0.124766184,0,0
A1B3C7,tr|A1B3C7|A1B3C7_PARDP DUF4177 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1927 PE=4 SV=1,51.568,984,A1B3C7,Pden_1927,DUF4177 domain-containing protein,19.1881071,19.39717485,19.28360024,19.06906794,19.07342389,19.50858557,19.28526587,19.30579398,18.98343683,-0.072601594,-0.388349595,0.243146407,19.23271736,-0.526945359,-7.201006486,0.612026247,0.789276548,0,0,-0.0981285,-0.413876501,0.217619502,19.23271736,-0.712220689,-6.519882047,0.49586525,0.658708111,0,0,-0.025526905,-0.341274906,0.290221096,19.23271736,-0.18527533,-7.564226126,0.857462403,0.920887225,0,0
A1B3C8,"tr|A1B3C8|A1B3C8_PARDP Cell wall hydrolase, SleB OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1928 PE=4 SV=1",40.847,985,A1B3C8,Pden_1928,"Cell wall hydrolase, SleB",18.38771071,18.42568049,18.4083611,18.22288253,18.11378266,18.26226958,18.55043909,18.66362288,18.73609045,-0.207605839,-0.355645887,-0.059565791,18.41898217,-3.202721725,-3.619132147,0.011654421,0.073972272,0,0,0.24280004,0.094759992,0.390840088,18.41898217,3.745660376,-2.261711428,0.005105484,0.059954477,0,0,0.450405879,0.302365831,0.598445927,18.41898217,6.948382101,1.356442729,9.00E-05,0.001836433,0,0
A1B3C9,tr|A1B3C9|A1B3C9_PARDP Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=gatB PE=3 SV=1,155.95,986,A1B3C9,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,22.8410179,22.90766553,22.88769388,22.87273584,22.93452821,23.04637664,22.6154878,22.8777327,22.56856641,0.072421124,-0.126778314,0.271620563,22.83908943,0.830301863,-6.984444988,0.429142341,0.652431979,0,0,-0.191530133,-0.390729572,0.007669306,22.83908943,-2.195876237,-4.691636639,0.057533046,0.18994366,0,0,-0.263951257,-0.463150696,-0.064751819,22.83908943,-3.0261781,-4.125653304,0.01535204,0.065234062,0,0
A1B3D0,tr|A1B3D0|A1B3D0_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1931 PE=4 SV=1,61.875,987,A1B3D0,Pden_1931,Uncharacterized protein,19.78046333,19.68350946,19.67572263,19.59006798,19.72970158,19.77035476,19.83252111,19.87949141,19.84912657,-0.016523701,-0.158569752,0.125522349,19.75455098,-0.265666646,-7.314271064,0.796846604,0.905577187,0,0,0.140481225,-0.001564825,0.282527275,19.75455098,2.258645032,-4.594973595,0.052050072,0.181166531,0,0,0.157004926,0.014958876,0.299050977,19.75455098,2.524311678,-4.936240899,0.034038703,0.112708151,0,0
A1B3D1,tr|A1B3D1|A1B3D1_PARDP DUF541 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1932 PE=4 SV=1,21.655,988,A1B3D1,Pden_1932,DUF541 domain-containing protein,13.39758461,12.96656465,13.24543506,13.13923509,13.22778275,13.25449318,13.48784868,13.20559211,13.50170594,0.003975566,-0.270730809,0.27868194,13.26958245,0.033113013,-7.352792364,0.974359928,0.99128612,0,0,0.195187472,-0.079518903,0.469893847,13.26958245,1.625742342,-5.524748593,0.140956195,0.31697495,0,0,0.191211907,-0.083494468,0.465918281,13.26958245,1.592629329,-6.346826279,0.148210271,0.295774217,0,0
A1B3D2,tr|A1B3D2|A1B3D2_PARDP O-acetylhomoserine sulfhydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1933 PE=3 SV=1,148.24,989,A1B3D2,Pden_1933,O-acetylhomoserine sulfhydrolase,21.83240553,21.8670935,21.87021565,21.74157894,21.97940711,21.83534695,21.76294594,21.73292345,21.4798721,-0.004460562,-0.208330446,0.199409322,21.78908769,-0.049968388,-7.352013587,0.961305607,0.986574212,0,0,-0.197991064,-0.401860948,0.00587882,21.78908769,-2.217948073,-4.657723566,0.055543148,0.187041552,0,0,-0.193530503,-0.397400387,0.010339381,21.78908769,-2.167979686,-5.499847031,0.060148386,0.164842067,0,0
A1B3D3,"tr|A1B3D3|A1B3D3_PARDP Translation initiation factor 2, gamma subunit, GTPase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1934 PE=4 SV=1",6.6899,990,A1B3D3,Pden_1934,"Translation initiation factor 2, gamma subunit, GTPase",15.51231536,15.56370262,15.48027982,15.62932328,15.3271698,15.63556121,15.53342567,15.50389059,15.61247582,0.011918833,-0.185875528,0.209713194,15.53312713,0.137619092,-7.342870744,0.89375612,0.957222865,0,0,0.031164763,-0.166629598,0.228959124,15.53312713,0.35983946,-6.721280449,0.727772525,0.836441631,0,0,0.01924593,-0.178548431,0.217040291,15.53312713,0.222220368,-7.555914783,0.829405948,0.902609599,0,0
A1B3D4,tr|A1B3D4|A1B3D4_PARDP Methionine synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1935 PE=3 SV=1,264.99,991,A1B3D4,Pden_1935,Methionine synthase,20.87848712,20.90906657,20.87473402,20.91244677,20.9775174,21.0106595,20.52240207,20.75210949,20.56224666,0.079445319,-0.076386664,0.235277302,20.82218551,1.164315226,-6.653480377,0.276032056,0.508639096,0,0,-0.2751765,-0.431008483,-0.119344517,20.82218551,-4.032864264,-1.828489054,0.003351292,0.049244134,0,0,-0.354621819,-0.510453802,-0.198789836,20.82218551,-5.197179489,-0.838082821,0.000687203,0.007945599,0,0
A1B3D5,sp|A1B3D5|LIPB_PARDP Octanoyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=lipB PE=3 SV=1,42.507,992,A1B3D5,lipB,Octanoyltransferase,19.77060712,19.65619468,19.76498201,19.73282339,19.80226757,19.69397462,19.76917923,19.6266735,19.69738705,0.012427257,-0.127674141,0.152528656,19.72378769,0.202577721,-7.330610479,0.84424561,0.929843693,0,0,-0.03284801,-0.172949408,0.107253388,19.72378769,-0.535458053,-6.636576006,0.606099605,0.748319127,0,0,-0.045275267,-0.185376666,0.094826131,19.72378769,-0.738035774,-7.289036996,0.480433367,0.639470104,0,0
A1B3D6,"tr|A1B3D6|A1B3D6_PARDP Cytochrome c, class I OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1937 PE=4 SV=1",49.629,993,A1B3D6,Pden_1937,"Cytochrome c, class I",23.18925096,23.35352375,23.45770946,23.72016876,23.48265518,23.62709404,23.40599338,23.42629774,23.47732092,0.276477937,0.08288756,0.470068315,23.46000158,3.261636615,-3.52464406,0.010637994,0.069975155,0,0,0.103042623,-0.090547755,0.296633,23.46000158,1.215603654,-6.04098357,0.256919833,0.448798512,0,0,-0.173435315,-0.367025692,0.020155063,23.46000158,-2.046032961,-5.687588774,0.073008962,0.18572818,0,0
A1B3D7;A1B6G7,tr|A1B3D7|A1B3D7_PARDP Cytochrome c oxidase subunit 1 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1938 PE=3 SV=1;tr|A1B6G7|A1B6G7_PARDP Cytochrome-c oxidase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_3028 PE=3 SV=1,6.1896,994,A1B3D7,Pden_1938,Cytochrome c oxidase subunit 1,15.55911423,15.31609866,15.58529139,15.23273399,15.22126428,15.5869355,15.28824131,15.38504998,15.14971819,-0.139856837,-0.414405108,0.134691434,15.36938306,-1.165556966,-6.651817,0.275906572,0.508639096,0,0,-0.212498267,-0.487046537,0.062050004,15.36938306,-1.770945491,-5.322865981,0.112830232,0.277768552,0,0,-0.07264143,-0.3471897,0.201906841,15.36938306,-0.605388525,-7.383127806,0.560960578,0.704738257,0,0
A1B3D9,tr|A1B3D9|A1B3D9_PARDP FAD dependent oxidoreductase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1940 PE=3 SV=1,219.13,995,A1B3D9,Pden_1940,FAD dependent oxidoreductase,21.31479323,21.35017764,21.34677815,21.00792146,21.08749986,21.19097958,21.2299711,21.29464427,21.14392459,-0.241782706,-0.388402848,-0.095162564,21.2185211,-3.766087951,-2.726595212,0.004953014,0.044927338,0,0,-0.114403021,-0.261023163,0.03221712,21.2185211,-1.781979563,-5.306521181,0.110516484,0.27567723,0,0,0.127379684,-0.019240457,0.273999826,21.2185211,1.984108388,-5.78154242,0.080521547,0.199206927,0,0
A1B3E0,tr|A1B3E0|A1B3E0_PARDP Glyoxylate reductase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1941 PE=3 SV=1,106.75,996,A1B3E0,Pden_1941,Glyoxylate reductase,20.76193338,20.83304835,20.8437192,20.8353664,20.90706177,20.52428847,20.76293592,20.87820285,20.73891407,-0.0573281,-0.280340067,0.165683867,20.78727449,-0.587081294,-7.165321627,0.572458012,0.757567318,0,0,-0.019549363,-0.24256133,0.203462604,20.78727449,-0.200199642,-6.770147003,0.846046793,0.910243635,0,0,0.037778738,-0.185233229,0.260790705,20.78727449,0.386881652,-7.500640846,0.708380751,0.815546044,0,0
A1B3E1,tr|A1B3E1|A1B3E1_PARDP Aspartyl-trna synthetase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1942 PE=4 SV=1,61.687,997,A1B3E1,Pden_1942,Aspartyl-trna synthetase,20.67938496,20.62541522,20.50926566,20.71559053,20.70947287,20.87846901,20.6685088,20.77378664,20.71103725,0.16315552,0.003082786,0.323228254,20.69677011,2.327787157,-5.023852693,0.046606294,0.177843282,0,0,0.11308895,-0.046983784,0.273161684,20.69677011,1.613472879,-5.54114514,0.143197492,0.318558253,0,0,-0.050066569,-0.210139303,0.110006165,20.69677011,-0.714314277,-7.307118519,0.49424026,0.652024548,0,0
A1B3E3,"tr|A1B3E3|A1B3E3_PARDP Peptidyl-dipeptidase Dcp, Metallo peptidase, MEROPS family M03A OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1944 PE=3 SV=1",155.48,998,A1B3E3,Pden_1944,"Peptidyl-dipeptidase Dcp, Metallo peptidase, MEROPS family M03A",21.59116999,21.57509346,21.55797489,21.6235671,21.64229929,21.59275681,21.55211274,21.53308547,21.46578844,0.04479495,-0.064771953,0.154361854,21.57042758,0.93370252,-6.891489669,0.376300003,0.611430765,0,0,-0.057750563,-0.167317466,0.051816341,21.57042758,-1.203748316,-6.054458344,0.261238602,0.453146448,0,0,-0.102545513,-0.212112417,0.00702139,21.57042758,-2.137450836,-5.54715785,0.063143896,0.169939717,0,0
A1B3E5,tr|A1B3E5|A1B3E5_PARDP Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dut PE=3 SV=1,69.194,999,A1B3E5,dut,Deoxyuridine 5-triphosphate nucleotidohydrolase,21.42580483,21.59125975,21.46135488,21.52481654,21.59340282,21.58130208,21.9344889,21.60480315,21.59303234,0.073700658,-0.144796603,0.292197919,21.59002947,0.770343159,-7.034104148,0.462034246,0.676950678,0,0,0.21796831,-0.000528951,0.43646557,21.59002947,2.278275387,-4.564609785,0.050443553,0.178339805,0,0,0.144267651,-0.07422961,0.362764912,21.59002947,1.507932229,-6.460591424,0.167918539,0.319110828,0,0
A1B3E6,tr|A1B3E6|A1B3E6_PARDP Glycosyltransferase family 2 protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1948 PE=4 SV=1,30.042,1000,A1B3E6,Pden_1948,Glycosyltransferase family 2 protein,19.39556191,19.45911619,19.43829784,19.56303914,19.50068007,19.34614829,19.36704264,19.45001975,19.46583833,0.038963853,-0.11264004,0.190567745,19.44286046,0.586962559,-7.165396194,0.572534172,0.757567318,0,0,-0.003358409,-0.154962302,0.148245483,19.44286046,-0.050592035,-6.790809774,0.960823126,0.977883454,0,0,-0.042322262,-0.193926155,0.10928163,19.44286046,-0.637554595,-7.362003116,0.540607048,0.687627662,0,0
A1B3E7,tr|A1B3E7|A1B3E7_PARDP Putative L-sorbosone dehydrogenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1949 PE=4 SV=1,75.231,1001,A1B3E7,Pden_1949,Putative L-sorbosone dehydrogenase,18.79639177,18.82626346,18.82466954,18.7963199,18.8394344,18.91499961,18.69564989,18.73896295,18.71270038,0.03447638,-0.080246796,0.149199556,18.79393243,0.686324277,-7.098202749,0.510851489,0.719421345,0,0,-0.100003844,-0.214727021,0.014719332,18.79393243,-1.990785156,-5.001975239,0.079677088,0.228775772,0,0,-0.134480225,-0.249203401,-0.019757049,18.79393243,-2.677109432,-4.690346513,0.026672575,0.094796725,0,0
A1B3E8,tr|A1B3E8|A1B3E8_PARDP Glucose-6-phosphate isomerase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=pgi PE=3 SV=1,151.38,1002,A1B3E8,pgi,Glucose-6-phosphate isomerase,21.21354268,21.23130314,21.19725517,21.09070268,21.12891623,21.19897366,21.32337762,21.30175208,21.09862588,-0.074502808,-0.232325789,0.083320173,21.19827213,-1.078105495,-6.747136352,0.310721834,0.547471956,0,0,0.027218195,-0.130604786,0.185041176,21.19827213,0.393865493,-6.707358019,0.703408192,0.818920341,0,0,0.101721003,-0.056101978,0.259543984,21.19827213,1.471970988,-6.507905781,0.177172863,0.329857424,0,0
A1B3E9,tr|A1B3E9|A1B3E9_PARDP 6-phosphogluconolactonase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=pgl PE=3 SV=1,52.259,1003,A1B3E9,pgl,6-phosphogluconolactonase,20.32021769,20.24300556,20.35085953,20.18830684,20.28581541,20.23594406,20.54280324,20.34615226,20.44496287,-0.068005487,-0.216325378,0.080314403,20.32867416,-1.047136798,-6.77945317,0.323987836,0.560940379,0,0,0.139945198,-0.008374693,0.288265088,20.32867416,2.154852082,-4.754430938,0.061419057,0.197214469,0,0,0.207950685,0.059630795,0.356270575,20.32867416,3.20198888,-3.841814911,0.011667684,0.053185688,0,0
A1B3F0,tr|A1B3F0|A1B3F0_PARDP Glucose-6-phosphate 1-dehydrogenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=zwf PE=3 SV=1,37.455,1004,A1B3F0,zwf,Glucose-6-phosphate 1-dehydrogenase,19.04309512,19.00999492,19.03784597,18.68978212,18.98802521,18.67738464,18.86163139,18.74932597,18.91867591,-0.245248013,-0.448522271,-0.041973754,18.88619569,-2.75538298,-4.340198059,0.023549039,0.113693749,0,0,-0.187100913,-0.390375171,0.016173345,18.88619569,-2.102095202,-4.834692222,0.066795122,0.204949953,0,0,0.0581471,-0.145127158,0.261421358,18.88619569,0.653287778,-7.351210984,0.530896503,0.680601371,0,0
A1B3F1,tr|A1B3F1|A1B3F1_PARDP PIN domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1953 PE=4 SV=1,22.014,1005,A1B3F1,Pden_1953,PIN domain-containing protein,17.06917639,16.96881918,16.91948346,16.58215912,16.58667395,16.56128958,16.55736416,16.89207933,16.95274947,-0.40911879,-0.636537104,-0.181700477,16.78775496,-4.10849584,-2.200033433,0.003005449,0.034733421,0,0,-0.185095353,-0.412513666,0.042322961,16.78775496,-1.858784059,-5.196084241,0.098050782,0.25670438,0,0,0.224023438,-0.003394876,0.451441751,16.78775496,2.24971178,-5.372282892,0.052797783,0.151563194,0,0
